f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,target
2634,21,8,1,3,0.3,0.3,99,95,86,1
2635,21,8,1,4,0.3,0.3,99,95,86,1
2636,21,8,2,5,0.2,0.5,99,95,86,1
2637,21,8,1,3,0.3,0.3,99,95,86,1
2638,21,8,1,4,0.3,0.3,99,95,86,1
2639,21,8,1,3,0.3,0.3,99,95,86,1
2640,21,8,2,8,0.2,0.2,1,1,86,1
2641,25,1,1,1,1,4.719178255,99,95,86,1
2642,25,1,2,3,0.5,1,99,95,86,1
2643,25,1,1,3,0.4,0.5,99,95,86,1
2644,25,1,174,24,1.3,3,21,21,22,1
2645,25,2,1,3,0.3,0.3,99,95,86,1
2646,25,2,1,4,0.3,0.3,99,95,86,1
2647,25,2,1,4,0.2,0.3,99,95,86,1
2648,25,2,1,4,0.3,0.3,99,95,86,1
2649,25,2,1,4,0.3,0.3,99,95,86,1
2650,25,3,1,3,0.3,0.3,99,95,86,1
2651,25,3,3,5,0.4,0.8,99,95,86,1
2652,25,3,1,3,0.3,0.3,99,95,86,1
2653,25,3,1,3,0.3,0.3,99,95,86,1
2654,25,3,1,3,0.3,0.3,99,95,86,1
2655,25,3,1,3,0.3,0.3,99,95,86,1
2656,25,3,5,7,0.7,1.2,0,95,86,1
2657,25,4,2,3,0.8,0.9,99,95,86,1
2658,25,4,78,15,1.6,4.2,81,51,42,1
2659,25,5,1,4,0.2,0.4,99,95,86,1
2660,25,5,1,3,0.3,0.3,99,95,86,1
2661,25,5,1,3,0.3,0.3,99,95,86,1
2662,25,5,1,3,0.3,0.3,99,95,86,1
2663,25,5,1,3,0.3,0.3,99,95,86,1
2664,25,5,1,4,0.3,0.3,99,95,86,1
2665,25,5,1,2,0.5,0.5,99,95,86,1
2666,25,5,1,4,0.2,0.3,99,95,86,1
2667,25,5,2,4,0.5,0.5,99,95,86,1
2668,25,5,1,3,0.3,0.3,99,95,86,1
2669,25,5,5,6,0.4,0.6,99,95,86,1
2670,25,5,1,2,0.5,0.5,99,95,86,1
2671,25,5,1,4,0.3,0.3,99,95,86,1
2672,25,5,1,4,0.3,0.3,99,95,86,1
2673,25,6,4,4,0.5,1,99,95,86,1
2674,25,6,2,3,0.6,0.8,99,95,86,1
2675,25,6,8,5,1,1.7,99,95,86,1
2676,25,6,3,3,0.8,1.3,99,95,86,1
2677,25,6,37,13,1,1.8,36,34,38,1
2678,25,6,10,7,0.8,1.2,0,95,86,1
2679,25,6,6,4,0.8,1.5,99,95,86,1
2680,25,6,68,12,1.2,2.1,88,81,76,1
2681,25,6,93,19,1.8,4.4,69,72,68,1
2682,11,1,1,2,0.5,0.5,99,95,86,1
2683,11,1,1,2,0.5,0.5,99,95,86,1
2684,11,1,1,3,0.3,0.3,99,95,86,1
2685,11,1,1,2,0.5,0.5,99,95,86,1
2686,11,1,1,3,0.3,0.3,99,95,86,1
2687,11,1,1,3,0.3,0.3,99,95,86,1
2688,11,1,1,2,0.5,0.5,99,95,86,1
2689,11,1,1,4,0.3,0.3,99,95,86,1
2690,11,1,1,3,0.3,0.3,99,95,86,1
2691,11,1,1,3,0.3,0.3,99,95,86,1
2692,11,1,1,2,0.5,0.5,99,95,86,1
2693,11,1,1,3,0.3,0.3,99,95,86,1
2694,11,1,1,3,0.3,0.3,99,95,86,1
2695,11,2,1,2,0.5,0.5,99,95,86,1
2696,11,2,2,7,0.2,0.5,0,95,86,1
2697,11,2,1,4,0.3,0.3,99,95,86,1
2698,11,2,1,2,0.5,0.5,99,95,86,1
2699,11,3,84,21,0.5,1.5,10,16,37,1
2700,11,4,127,22,0.6,2.5,83,72,72,1
2701,11,5,1,3,0.3,0.3,99,95,86,1
2702,11,5,1,3,0.3,0.3,99,95,86,1
2703,11,5,1,3,0.3,0.3,99,95,86,1
2704,11,5,1,3,0.3,0.3,99,95,86,1
2705,11,5,1,3,0.3,0.3,99,95,86,1
2706,11,5,1,3,0.3,0.3,99,95,86,1
2707,11,5,1,2,0.5,0.5,99,95,86,1
2708,11,5,1,2,0.5,0.5,99,95,86,1
2709,11,5,2,7,0.2,0.3,0,95,86,1
2710,11,5,7,10,0.2,0.5,6,7,3,1
2711,11,6,1,3,0.3,0.3,99,95,86,1
2712,11,6,1,3,0.3,0.3,99,95,86,1
2713,11,6,1,3,0.3,0.3,99,95,86,1
2714,11,6,1,3,0.3,0.3,99,95,86,1
2715,11,6,1,3,0.3,0.3,99,95,86,1
2716,11,6,1,3,0.3,0.3,99,95,86,1
2717,11,6,1,2,0.5,0.5,99,95,86,1
2718,11,6,1,2,0.5,0.5,99,95,86,1
2719,11,6,1,2,0.5,0.5,99,95,86,1
2720,11,6,1,2,0.5,0.5,99,95,86,1
2721,11,6,1,4,0.3,0.3,99,95,86,1
2722,11,6,1,4,0.2,0.3,99,95,86,1
2723,11,7,1,3,0.3,0.3,99,95,86,1
2724,11,7,1,2,0.5,0.5,99,95,86,1
2725,11,7,1,2,0.5,0.5,99,95,86,1
2726,11,7,1,2,0.5,0.5,99,95,86,1
2727,11,7,1,2,0.5,0.5,99,95,86,1
2728,11,7,1,2,0.5,0.5,99,95,86,1
2729,11,7,1,2,0.5,0.5,99,95,86,1
2730,11,7,3,8,0.2,0.4,2,1,86,1
2731,11,7,15,12,0.2,0.5,30,14,12,1
2732,11,7,41,17,0.2,0.5,10,16,34,1
2733,11,7,40,20,0.2,0.7,27,24,33,1
2734,9,1,2,4,0.3,0.8,99,95,86,1
2735,9,2,39,11,0.3,1.6,73,48,30,1
2736,9,3,1,3,0.3,0.3,99,95,86,1
2737,9,4,1,3,0.3,0.3,99,95,86,1
2738,9,5,3,5,0.3,0.8,99,95,86,1
2739,9,6,86,17,0.3,1.3,83,86,67,1
2740,9,7,1,3,0.3,0.3,99,95,86,1
2741,9,7,1,3,0.3,0.3,99,95,86,1
2742,9,7,1,3,0.3,0.3,99,95,86,1
2743,9,7,1,2,0.5,0.5,99,95,86,1
2744,9,7,1,2,0.5,0.5,99,95,86,1
2745,9,7,1,2,0.5,0.5,99,95,86,1
2746,9,7,1,2,0.5,0.5,99,95,86,1
2747,9,7,1,4,0.3,0.3,99,95,86,1
2748,9,7,1,4,0.3,0.3,99,95,86,1
2749,9,7,1,4,0.3,0.3,99,95,86,1
2750,9,8,1,3,0.3,0.3,99,95,86,1
2751,9,8,1,3,0.3,0.3,99,95,86,1
2752,9,8,1,3,0.3,0.3,99,95,86,1
2753,9,8,1,3,0.3,0.3,99,95,86,1
2754,9,8,1,3,0.3,0.3,99,95,86,1
2755,9,8,1,3,0.3,0.3,99,95,86,1
2756,9,8,1,3,0.3,0.3,99,95,86,1
2757,9,8,1,4,0.3,0.3,99,95,86,1
2758,9,8,1,3,0.2,0.3,99,95,86,1
2759,9,9,140,25,0.5,1.8,93,80,50,1
2760,13,1,5,7,0.2,0.6,2,95,86,1
2761,13,2,3,5,0.2,0.5,99,95,86,1
2762,13,3,3,6,0.2,0.7,99,95,86,1
2763,13,4,1,3,0.3,0.3,99,95,86,1
2764,13,4,1,3,0.3,0.3,99,95,86,1
2765,13,4,1,3,0.3,0.3,99,95,86,1
2766,13,4,1,3,0.3,0.3,99,95,86,1
2767,13,4,1,3,0.3,0.3,99,95,86,1
2768,13,4,1,3,0.3,0.3,99,95,86,1
2769,13,4,1,2,0.5,0.5,99,95,86,1
2770,13,4,1,2,0.5,0.5,99,95,86,1
2771,13,4,1,4,0.3,0.3,99,95,86,1
2772,13,5,1,3,0.3,0.3,99,95,86,1
2773,13,5,1,5,0.2,0.3,99,95,86,1
2774,13,5,2,5,0.2,0.5,99,95,86,1
2775,13,6,2,3,0.2,0.8,99,95,86,1
2776,13,6,3,4,0.2,0.8,99,95,86,1
2777,13,6,2,3,0.3,0.9,99,95,86,1
2778,13,6,3,5,0.3,1,99,95,86,1
2779,13,6,2,3,0.3,0.7,99,95,86,1
2780,13,6,1,3,0.3,0.3,99,95,86,1
2781,13,6,1,3,0.3,0.3,99,95,86,1
2782,13,6,1,2,0.5,0.5,99,95,86,1
2783,13,6,3,6,0.2,0.8,99,95,86,1
2784,13,6,1,3,0.3,0.3,99,95,86,1
2785,13,6,1,5,0.2,0.2,99,95,86,1
2786,13,6,3,6,0.2,0.6,99,95,86,1
2787,13,7,84,14,0.6,3.1,19,92,72,1
2788,13,8,1,3,0.3,0.3,99,95,86,1
2789,13,8,1,3,0.3,0.3,99,95,86,1
2790,13,8,1,3,0.3,0.3,99,95,86,1
2791,13,8,1,3,0.3,0.3,99,95,86,1
2792,13,8,1,3,0.3,0.3,99,95,86,1
2793,13,9,1,4,0.3,0.3,99,95,86,1
2794,13,9,1,4,0.3,0.3,99,95,86,1
2795,13,9,1,4,0.3,0.3,99,95,86,1
2796,13,9,1,4,0.2,0.2,99,95,86,1
2797,13,9,1,3,0.3,0.3,99,95,86,1
